order_id,customer_id,status,product_id,product_name,created_at,carrier,tracking_number
ORD202508207128,cust100012,已发货,PC-019,机械革命极光X,2025-08-20 18:05:40,京东快递,JD8129906390348
ORD202508213343,cust100173,已完成,PC-016,联想拯救者 R9000P 2025 AI元启,2025-08-21 13:00:00,京东快递,JD5944454979709
ORD202508219997,cust100026,已完成,HOME-017,小米 净烟机P1,2025-08-21 23:56:26,京东快递,JD5840278762528
ORD202508226992,cust100011,已发货,DIGI-001,Apple AirPods Pro 2,2025-08-22 04:22:27,京东快递,JD1686238307456
ORD202508233233,cust100179,已发货,PC-016,联想拯救者 R9000P 2025 AI元启,2025-08-23 11:15:46,京东快递,JD8937943570158
ORD202508235060,cust100067,已完成,PHONE-015,Redmi Note 17 Pro,2025-08-23 14:11:24,京东快递,JD7470895994091
ORD202508236501,cust100163,已取消,DIGI-024,倍思 磁吸无线充电宝 10000mAh,2025-08-23 21:53:09,None,None
ORD202508246447,cust100255,已发货,HOME-007,美的电磁炉 C21-WK2102T,2025-08-24 00:17:09,京东快递,JD2653001595880
ORD202508247354,cust100277,已完成,FOOD-020,卫龙辣条大礼包,2025-08-24 02:16:10,顺丰快递,SF7350830641413
ORD202508241885,cust100292,已完成,PHONE-017,OPPO Find X8 Pro,2025-08-24 17:09:05,京东快递,JD0284729297411
ORD202508278161,cust100116,已完成,PHONE-003,iPhone 17,2025-08-27 14:45:41,京东快递,JD0008701115056
ORD202508296036,cust100053,已取消,PC-027,RedmiBook Pro 14 2025,2025-08-29 10:09:31,None,None
ORD202508294144,cust100207,已取消,CLOTH-011,波司登男士羽绒服 短款,2025-08-29 14:07:39,None,None
ORD202508299845,cust100095,退款中,CLOTH-027,北面 户外渔夫帽,2025-08-29 15:39:13,京东快递,JD5016948478278
ORD202508305527,cust100076,已发货,CLOTH-008,斯凯奇摩卡熊 户外徒步鞋,2025-08-30 04:43:47,顺丰快递,SF4099731600573
ORD202508312100,cust100071,已取消,PHONE-021,vivo X200 Ultra,2025-08-31 03:34:20,None,None
ORD202508317057,cust100139,已完成,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-08-31 13:29:03,京东快递,JD6762514438110
ORD202508315867,cust100175,已发货,CLOTH-016,FILA FUSION斐乐情侣长款羽绒服,2025-08-31 18:00:23,京东快递,JD5124478632388
ORD202509014881,cust100103,已完成,PC-025,华硕a豆14 Pro,2025-09-01 14:49:46,京东快递,JD8530064722688
ORD202509016510,cust100201,已发货,DIGI-023,绿联 100W 氮化镓充电器,2025-09-01 22:26:38,京东快递,JD6438198088013
ORD202509046320,cust100038,已完成,HOME-015,海尔 WM31 电热水器,2025-09-04 16:18:49,京东快递,JD9827957767966
ORD202509041387,cust100179,待发货,HOME-012,海尔 天悦10公斤V转子洗衣机,2025-09-04 23:05:05,顺丰快递,SF9962443091939
ORD202509052510,cust100135,已完成,CLOTH-006,骆驼疾风运动鞋 男款,2025-09-05 11:32:06,京东快递,JD9754419126757
ORD202509056003,cust100256,已完成,DIGI-020,小米小爱音箱 Pro,2025-09-05 22:55:45,京东快递,JD6143957560901
ORD202509069222,cust100021,退款中,PC-027,RedmiBook Pro 14 2025,2025-09-06 15:33:23,京东快递,JD2237771946244
ORD202509077070,cust100069,已发货,PC-013,联想ThinkPad X1 Carbon 2025,2025-09-07 03:58:38,京东快递,JD1044872492341
ORD202509081839,cust100056,已完成,CLOTH-011,波司登男士羽绒服 短款,2025-09-08 11:24:49,京东快递,JD4045422934617
ORD202509097352,cust100075,退款中,CLOTH-022,李宁运动卫衣 套头衫,2025-09-09 03:22:57,京东快递,JD1430189159290
ORD202509095401,cust100066,已完成,FOOD-009,智利无核大西梅 200g,2025-09-09 18:00:12,京东快递,JD2208552057171
ORD202509111895,cust100085,已发货,FOOD-003,四川攀枝花凯特芒果 9斤,2025-09-11 05:19:03,京东快递,JD8535049671932
ORD202509128273,cust100018,已发货,FOOD-014,伊利安慕希希腊风味酸奶 原味,2025-09-12 00:02:22,京东快递,JD0747590984950
ORD202509125167,cust100244,待付款,PC-003,MacBook Pro 14 M4 Pro,2025-09-12 21:48:34,None,None
ORD202509149658,cust100228,退款中,PC-005,MacBook Neo,2025-09-14 19:18:11,京东快递,JD4377594953728
ORD202509156356,cust100162,已取消,CLOTH-022,李宁运动卫衣 套头衫,2025-09-15 03:57:31,None,None
ORD202509159262,cust100219,已发货,FOOD-009,智利无核大西梅 200g,2025-09-15 14:48:34,京东快递,JD0760760226599
ORD202509172188,cust100066,已完成,PC-021,戴尔XPS 13 Plus,2025-09-17 10:45:03,京东快递,JD2768677608947
ORD202509198255,cust100284,已取消,PHONE-015,Redmi Note 17 Pro,2025-09-19 06:52:19,None,None
ORD202509208642,cust100283,已完成,DIGI-017,小米 Watch S3,2025-09-20 21:47:52,京东快递,JD0163784645341
ORD202509219550,cust100073,待发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-09-21 12:09:20,京东快递,JD2609039743931
ORD202509235811,cust100134,待发货,PC-012,联想ThinkBook 14+,2025-09-23 10:12:16,京东快递,JD5036228386224
ORD202509249581,cust100024,待付款,CLOTH-018,The North Face 北面 1996羽绒服,2025-09-24 02:00:02,None,None
ORD202509241319,cust100066,已完成,DIGI-012,索尼 WH-1000XM5,2025-09-24 11:40:56,京东快递,JD6884307466817
ORD202509249736,cust100058,待发货,DIGI-007,华为 FreeBuds SE 3,2025-09-24 19:16:19,京东快递,JD1045227185315
ORD202509266458,cust100164,已发货,FOOD-014,伊利安慕希希腊风味酸奶 原味,2025-09-26 10:17:46,京东快递,JD0881664642125
ORD202509272496,cust100227,已完成,FOOD-027,农夫山泉天然水 550ml×24瓶,2025-09-27 16:12:06,顺丰快递,SF2283138624270
ORD202509275118,cust100044,已完成,DIGI-008,OPPO Enco Air 3,2025-09-27 19:31:05,京东快递,JD0189487571444
ORD202509273512,cust100146,已完成,PHONE-022,vivo X200 Pro,2025-09-27 19:50:32,京东快递,JD7593319709699
ORD202509273154,cust100032,已发货,FOOD-028,可口可乐 330ml×24罐 整箱,2025-09-27 20:41:40,京东快递,JD0171983589181
ORD202509285248,cust100192,退款中,PHONE-029,三星 Galaxy Z Fold8,2025-09-28 00:45:53,顺丰快递,SF8068522279191
ORD202509283373,cust100114,待发货,PHONE-001,iPhone 17 Pro Max,2025-09-28 17:42:30,顺丰快递,SF2302510531990
ORD202509296107,cust100245,退款中,DIGI-021,Bose SoundLink Flex 便携音箱,2025-09-29 11:34:00,京东快递,JD2028058751459
ORD202509299499,cust100188,已完成,PC-008,华为 MateBook D 16,2025-09-29 20:21:50,京东快递,JD3043056133424
ORD202509304350,cust100249,已发货,HOME-027,美的 空气净化器,2025-09-30 00:36:30,京东快递,JD9177779687919
ORD202509307265,cust100034,已完成,FOOD-017,三只松鼠每日坚果 750g,2025-09-30 07:35:40,京东快递,JD6696531415959
ORD202510014629,cust100023,已完成,DIGI-017,小米 Watch S3,2025-10-01 00:42:47,顺丰快递,SF4571184378202
ORD202510013863,cust100195,已完成,PC-005,MacBook Neo,2025-10-01 12:52:27,京东快递,JD8004605823470
ORD202510011212,cust100252,待付款,DIGI-021,Bose SoundLink Flex 便携音箱,2025-10-01 16:17:46,None,None
ORD202510026497,cust100113,已取消,HOME-026,海尔 抗菌舱浴霸,2025-10-02 09:12:46,None,None
ORD202510026315,cust100214,已完成,CLOTH-007,骆驼山海运动鞋 女款,2025-10-02 15:53:07,京东快递,JD0790542798208
ORD202510026476,cust100170,已发货,CLOTH-030,森马 双肩背包 学生书包,2025-10-02 20:14:31,京东快递,JD4227012359333
ORD202510022571,cust100085,已发货,PC-029,荣耀MagicBook 14 锐龙版,2025-10-02 23:28:10,京东快递,JD2495164680589
ORD202510034696,cust100264,退款中,HOME-014,海尔 12公斤洗烘一体机,2025-10-03 04:56:22,顺丰快递,SF8987933242632
ORD202510037189,cust100128,待付款,CLOTH-015,PUMA彪马长款羽绒服,2025-10-03 11:52:06,None,None
ORD202510052583,cust100023,待付款,PC-020,ROG 枪神8 Plus,2025-10-05 09:10:45,None,None
ORD202510051517,cust100254,已发货,DIGI-029,Kindle Paperwhite 电子书阅读器,2025-10-05 21:35:24,京东快递,JD3773143109976
ORD202510055039,cust100116,已取消,PHONE-026,荣耀 X80 Pro Max,2025-10-05 23:09:35,None,None
ORD202510065833,cust100160,已完成,HOME-010,美的 5.2KW燃气灶,2025-10-06 16:07:57,京东快递,JD3149853523212
ORD202510061382,cust100253,待发货,FOOD-001,泰国金枕榴莲 A级 3斤装,2025-10-06 21:15:01,京东快递,JD7962062975373
ORD202510079114,cust100035,已取消,HOME-022,博朗 5系电动剃须刀,2025-10-07 03:53:34,None,None
ORD202510073137,cust100070,已发货,DIGI-016,小米 Redmi Watch 5,2025-10-07 15:12:56,京东快递,JD3260144999880
ORD202510074037,cust100062,退款中,FOOD-029,星巴克星冰乐 即饮咖啡 281ml×6瓶,2025-10-07 23:20:50,京东快递,JD0046607578264
ORD202510081857,cust100230,已取消,HOME-026,海尔 抗菌舱浴霸,2025-10-08 20:57:24,None,None
ORD202510084037,cust100150,已发货,PHONE-022,vivo X200 Pro,2025-10-08 22:19:08,京东快递,JD5102801450120
ORD202510098385,cust100189,已完成,PHONE-023,vivo Y500i,2025-10-09 02:32:48,京东快递,JD8677999680104
ORD202510097242,cust100004,已完成,PHONE-026,荣耀 X80 Pro Max,2025-10-09 14:27:04,京东快递,JD3019037883547
ORD202510092077,cust100165,退款中,FOOD-027,农夫山泉天然水 550ml×24瓶,2025-10-09 18:16:31,京东快递,JD6244960306070
ORD202510109326,cust100158,已发货,PC-028,REDMI Book 16 2025,2025-10-10 07:46:59,京东快递,JD0955027853660
ORD202510101041,cust100045,已完成,CLOTH-011,波司登男士羽绒服 短款,2025-10-10 23:22:08,顺丰快递,SF5003471391113
ORD202510115178,cust100030,待发货,CLOTH-011,波司登男士羽绒服 短款,2025-10-11 03:45:22,京东快递,JD0530710755636
ORD202510116118,cust100182,已完成,DIGI-018,三星 Galaxy Watch Ultra 2,2025-10-11 12:02:35,京东快递,JD2297088485329
ORD202510119812,cust100172,已发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-10-11 14:57:42,京东快递,JD4980679864320
ORD202510122156,cust100247,已完成,PHONE-014,Redmi K80,2025-10-12 05:08:24,京东快递,JD4962091025037
ORD202510127940,cust100206,已发货,DIGI-025,罗技 MX Master 3S 无线鼠标,2025-10-12 09:46:41,京东快递,JD6875351421691
ORD202510128746,cust100014,已取消,FOOD-022,土猪五花肉 3斤装,2025-10-12 23:52:17,None,None
ORD202510138046,cust100199,已发货,CLOTH-017,伯希和冲锋衣裤套装,2025-10-13 07:00:20,京东快递,JD8728640344500
ORD202510135429,cust100223,已发货,HOME-013,海尔 6.5公斤全自动波轮洗衣机,2025-10-13 10:15:47,京东快递,JD0417709767858
ORD202510135262,cust100020,待发货,PHONE-029,三星 Galaxy Z Fold8,2025-10-13 12:34:46,京东快递,JD1029807512583
ORD202510136976,cust100003,待发货,DIGI-001,Apple AirPods Pro 2,2025-10-13 23:25:36,顺丰快递,SF7857048936532
ORD202510132578,cust100255,已发货,HOME-027,美的 空气净化器,2025-10-13 23:42:50,京东快递,JD6897647376146
ORD202510145326,cust100060,待发货,DIGI-020,小米小爱音箱 Pro,2025-10-14 00:01:49,京东快递,JD8820246449255
ORD202510147258,cust100103,已取消,HOME-017,小米 净烟机P1,2025-10-14 11:29:19,None,None
ORD202510146567,cust100102,待付款,CLOTH-017,伯希和冲锋衣裤套装,2025-10-14 13:22:10,None,None
ORD202510154469,cust100050,已完成,PHONE-003,iPhone 17,2025-10-15 02:51:43,京东快递,JD1274238190915
ORD202510152013,cust100087,已完成,HOME-025,海尔 智能晾衣机,2025-10-15 03:34:03,京东快递,JD6786046217808
ORD202510153610,cust100024,已发货,PC-017,惠普暗影精灵10,2025-10-15 06:14:37,顺丰快递,SF1053620909936
ORD202510157903,cust100174,已完成,HOME-021,飞利浦 Sonicare 电动牙刷,2025-10-15 17:46:00,顺丰快递,SF1758522384315
ORD202510151005,cust100296,待发货,CLOTH-008,斯凯奇摩卡熊 户外徒步鞋,2025-10-15 19:20:43,京东快递,JD5793904387381
ORD202510155415,cust100220,已发货,DIGI-006,华为 FreeBuds Pro 4,2025-10-15 20:06:06,京东快递,JD1305803921660
ORD202510155754,cust100228,待付款,FOOD-003,四川攀枝花凯特芒果 9斤,2025-10-15 23:27:49,None,None
ORD202510162315,cust100253,已完成,PHONE-017,OPPO Find X8 Pro,2025-10-16 00:17:29,京东快递,JD4583626045886
ORD202510168736,cust100064,已完成,PC-004,MacBook Pro 16 M4 Max,2025-10-16 15:46:40,京东快递,JD4036243022809
ORD202510174186,cust100261,退款中,CLOTH-007,骆驼山海运动鞋 女款,2025-10-17 19:54:26,京东快递,JD5555527643691
ORD202510193388,cust100078,已发货,DIGI-028,闪迪 1TB Ultra 高速U盘,2025-10-19 14:49:29,京东快递,JD0650697650423
ORD202510201904,cust100060,已取消,PC-015,联想拯救者 Y7000P 2025,2025-10-20 05:36:47,None,None
ORD202510201778,cust100180,待发货,PC-003,MacBook Pro 14 M4 Pro,2025-10-20 06:03:49,京东快递,JD1945579662808
ORD202510214207,cust100254,已完成,PHONE-020,OPPO A5 Pro,2025-10-21 07:45:33,京东快递,JD8581305917961
ORD202510224091,cust100137,已发货,PHONE-030,三星 Galaxy S25 Ultra,2025-10-22 01:54:47,京东快递,JD9036572491001
ORD202510221600,cust100128,已发货,CLOTH-010,New Balance 574 复古跑鞋,2025-10-22 04:47:14,顺丰快递,SF4610919654216
ORD202510222698,cust100097,已发货,PHONE-013,小米 17 Ultra,2025-10-22 09:40:09,京东快递,JD0180293651627
ORD202510242593,cust100190,已完成,FOOD-026,三全速冻水饺 猪肉白菜 1kg,2025-10-24 01:09:00,京东快递,JD9467299578393
ORD202510258181,cust100202,已取消,PC-019,机械革命极光X,2025-10-25 09:08:34,None,None
ORD202510261410,cust100167,已完成,PHONE-017,OPPO Find X8 Pro,2025-10-26 10:31:51,京东快递,JD4501497088343
ORD202510277372,cust100060,已完成,FOOD-019,百草味芒果干 120g,2025-10-27 01:19:36,京东快递,JD8714011551281
ORD202510274070,cust100263,已发货,HOME-004,戴森 HD15 吹风机,2025-10-27 15:55:41,京东快递,JD7424961147368
ORD202510284839,cust100083,已发货,HOME-018,方太 F3 油烟机,2025-10-28 08:54:51,京东快递,JD0084889663759
ORD202510287711,cust100127,待付款,PHONE-006,华为 Mate 80 Pro,2025-10-28 11:55:07,None,None
ORD202510286997,cust100081,已完成,CLOTH-017,伯希和冲锋衣裤套装,2025-10-28 17:19:13,京东快递,JD5192168488358
ORD202510311098,cust100134,已发货,DIGI-005,Bose QuietComfort Ultra 耳塞,2025-10-31 15:26:09,京东快递,JD6276319680809
ORD202511019689,cust100104,已发货,CLOTH-023,Levi's 501 经典牛仔裤,2025-11-01 14:17:58,京东快递,JD5556439169153
ORD202511014855,cust100258,已完成,PHONE-027,一加 15,2025-11-01 19:03:56,京东快递,JD9275412587528
ORD202511028645,cust100136,已完成,DIGI-030,大疆 Osmo Mobile 7 手机云台,2025-11-02 14:25:41,京东快递,JD3444595379949
ORD202511026368,cust100137,退款中,HOME-005,戴森 Airwrap 多功能卷发棒,2025-11-02 18:33:58,京东快递,JD5082264758544
ORD202511036941,cust100009,已发货,HOME-015,海尔 WM31 电热水器,2025-11-03 01:22:30,顺丰快递,SF4681912612085
ORD202511039693,cust100265,已发货,DIGI-014,华为 WATCH GT 5,2025-11-03 01:33:28,京东快递,JD3927209448445
ORD202511034720,cust100113,待发货,DIGI-002,Apple AirPods Pro 3,2025-11-03 12:20:13,顺丰快递,SF7493566834029
ORD202511035050,cust100108,已发货,DIGI-010,iKF Ultra 降噪耳机,2025-11-03 15:52:17,京东快递,JD2689133810302
ORD202511034356,cust100197,已发货,FOOD-022,土猪五花肉 3斤装,2025-11-03 15:56:06,京东快递,JD6003455044418
ORD202511039749,cust100082,已取消,CLOTH-023,Levi's 501 经典牛仔裤,2025-11-03 16:54:31,None,None
ORD202511037637,cust100031,已发货,PC-025,华硕a豆14 Pro,2025-11-03 19:07:18,京东快递,JD6147329089114
ORD202511042637,cust100184,已完成,FOOD-017,三只松鼠每日坚果 750g,2025-11-04 10:20:07,京东快递,JD7048240240227
ORD202511051844,cust100017,已完成,PC-015,联想拯救者 Y7000P 2025,2025-11-05 05:48:46,京东快递,JD0577018778069
ORD202511055648,cust100275,已发货,PHONE-001,iPhone 17 Pro Max,2025-11-05 17:23:04,京东快递,JD5091284255432
ORD202511061753,cust100031,已完成,HOME-021,飞利浦 Sonicare 电动牙刷,2025-11-06 07:07:29,京东快递,JD1988779514956
ORD202511064359,cust100235,已完成,CLOTH-030,森马 双肩背包 学生书包,2025-11-06 07:27:32,京东快递,JD3301192416199
ORD202511072415,cust100218,待发货,PC-016,联想拯救者 R9000P 2025 AI元启,2025-11-07 21:24:44,顺丰快递,SF1263198760339
ORD202511087796,cust100118,已完成,CLOTH-016,FILA FUSION斐乐情侣长款羽绒服,2025-11-08 20:01:00,京东快递,JD0424347076289
ORD202511097659,cust100116,已完成,CLOTH-004,安踏 创3.0 跑步鞋,2025-11-09 12:56:46,京东快递,JD9652668844105
ORD202511095504,cust100023,已发货,FOOD-009,智利无核大西梅 200g,2025-11-09 20:08:13,京东快递,JD7068674455161
ORD202511096562,cust100115,已完成,PC-004,MacBook Pro 16 M4 Max,2025-11-09 21:07:23,京东快递,JD9117147198945
ORD202511106262,cust100119,退款中,FOOD-016,新疆鲜剥核桃仁 100g,2025-11-10 04:31:27,京东快递,JD6746176208968
ORD202511112447,cust100184,已完成,PHONE-004,iPhone 17 Plus,2025-11-11 22:59:32,京东快递,JD3997757553120
ORD202511134290,cust100242,已完成,PHONE-006,华为 Mate 80 Pro,2025-11-13 17:06:56,顺丰快递,SF3942937781150
ORD202511147346,cust100023,已发货,FOOD-008,江西赣南脐橙 10斤装,2025-11-14 22:53:44,京东快递,JD0007050388266
ORD202511154223,cust100204,已发货,FOOD-030,元气森林气泡水 白桃味 480ml×15瓶,2025-11-15 22:02:04,京东快递,JD6948989914575
ORD202511165342,cust100177,已发货,PC-016,联想拯救者 R9000P 2025 AI元启,2025-11-16 12:24:07,顺丰快递,SF0832147069121
ORD202511176624,cust100225,退款中,FOOD-025,统一汤达人方便面 整箱,2025-11-17 04:43:57,京东快递,JD3110365949441
ORD202511179090,cust100290,已完成,DIGI-019,华为 Sound X 4,2025-11-17 11:48:43,京东快递,JD6525558790837
ORD202511179284,cust100089,已完成,CLOTH-007,骆驼山海运动鞋 女款,2025-11-17 16:12:20,顺丰快递,SF0633256665776
ORD202511186693,cust100027,已发货,DIGI-004,索尼 WF-1000XM5,2025-11-18 22:20:42,京东快递,JD1494818345514
ORD202511184426,cust100262,已完成,HOME-017,小米 净烟机P1,2025-11-18 23:40:08,京东快递,JD3565929344264
ORD202511192947,cust100280,已完成,PHONE-003,iPhone 17,2025-11-19 03:51:51,京东快递,JD8008219694157
ORD202511208586,cust100075,已完成,FOOD-013,广西左江水牛奶 纯牛奶,2025-11-20 18:26:30,京东快递,JD3084259437257
ORD202511209087,cust100204,待发货,PHONE-014,Redmi K80,2025-11-20 19:22:25,京东快递,JD0192008664079
ORD202511202426,cust100072,已完成,HOME-009,美的 18套嵌入式洗碗机,2025-11-20 20:49:32,京东快递,JD7084888440677
ORD202511211802,cust100191,已取消,FOOD-006,红心芭乐番石榴 5斤,2025-11-21 17:14:19,None,None
ORD202511212873,cust100029,待付款,DIGI-014,华为 WATCH GT 5,2025-11-21 20:43:58,None,None
